"Comuna","Sub.Pacto","Partido","Votacion"
"MELIPILLA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3899
"MELIPILLA",NA,"INDEPENDIENTE",1637
"MELIPILLA",NA,"RENOVACION NACIONAL ",3942
"MELIPILLA",NA,"UNION DEMOCRATA INDEPENDIENTE",5248
NA,NA,NA,NA
"PADRE HURTADO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",52
"PADRE HURTADO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",176
"PADRE HURTADO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",388
"PADRE HURTADO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",559
"PADRE HURTADO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",32
"PADRE HURTADO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1362
"PADRE HURTADO","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",2461
"PADRE HURTADO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",52
"PADRE HURTADO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",186
"PADRE HURTADO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",400
"PADRE HURTADO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",829
"PADRE HURTADO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1223
"PADRE HURTADO",NA,"INDEPENDIENTE",128
"PADRE HURTADO",NA,"RENOVACION NACIONAL ",3592
"PADRE HURTADO",NA,"UNION DEMOCRATA INDEPENDIENTE",2112
"PADRE HURTADO",NA,"UNION PATRIOTICA",113
NA,NA,NA,NA
"PAINE","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",4418
"PAINE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",90
"PAINE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",170
"PAINE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1590
"PAINE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",953
"PAINE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",987
"PAINE","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",1185
"PAINE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",686
"PAINE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",482
"PAINE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",225
"PAINE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",685
"PAINE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",708
"PAINE",NA,"INDEPENDIENTE",515
"PAINE",NA,"PARTIDO ECOLOGISTA VERDE ",430
"PAINE",NA,"RENOVACION NACIONAL ",1926
"PAINE",NA,"UNION DEMOCRATA INDEPENDIENTE",2062
"PAINE",NA,"UNION PATRIOTICA",70
NA,NA,NA,NA
"PEÑAFLOR","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",76
"PEÑAFLOR","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",491
"PEÑAFLOR","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",166
"PEÑAFLOR","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",218
"PEÑAFLOR","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",518
"PEÑAFLOR","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1136
"PEÑAFLOR","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",3213
"PEÑAFLOR","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",78
"PEÑAFLOR","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1486
"PEÑAFLOR","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",1389
"PEÑAFLOR","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",132
"PEÑAFLOR","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",908
"PEÑAFLOR","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",224
"PEÑAFLOR","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",752
"PEÑAFLOR","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2515
"PEÑAFLOR",NA,"INDEPENDIENTE",2380
"PEÑAFLOR",NA,"RENOVACION NACIONAL ",3080
"PEÑAFLOR",NA,"REVOLUCION DEMOCRATICA",560
"PEÑAFLOR",NA,"UNION DEMOCRATA INDEPENDIENTE",4659
"PEÑAFLOR",NA,"UNION PATRIOTICA",159
NA,NA,NA,NA
"PUDAHUEL","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",411
"PUDAHUEL","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",476
"PUDAHUEL","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",595
"PUDAHUEL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",885
"PUDAHUEL","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",118
"PUDAHUEL","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",730
"PUDAHUEL","SUBPACTO INDEPENDIENTES UNIDOS","INDEPENDIENTE",1915
"PUDAHUEL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",2366
"PUDAHUEL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2415
"PUDAHUEL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",1236
"PUDAHUEL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1691
"PUDAHUEL","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",465
"PUDAHUEL","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",159
"PUDAHUEL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",649
"PUDAHUEL","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",962
"PUDAHUEL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1091
"PUDAHUEL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",7589
"PUDAHUEL",NA,"INDEPENDIENTE",371
"PUDAHUEL",NA,"RENOVACION NACIONAL ",2160
"PUDAHUEL",NA,"UNION DEMOCRATA INDEPENDIENTE",7331
NA,NA,NA,NA
"QUILICURA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",1255
"QUILICURA","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",510
"QUILICURA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1001
"QUILICURA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",458
"QUILICURA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",1686
"QUILICURA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",339
"QUILICURA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",2072
"QUILICURA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",986
"QUILICURA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4750
"QUILICURA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",2398
"QUILICURA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2717
"QUILICURA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",244
"QUILICURA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",1419
"QUILICURA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",446
"QUILICURA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",783
"QUILICURA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",869
"QUILICURA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",691
"QUILICURA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1847
"QUILICURA",NA,"INDEPENDIENTE",1670
"QUILICURA",NA,"RENOVACION NACIONAL ",4695
"QUILICURA",NA,"UNION DEMOCRATA INDEPENDIENTE",2735
NA,NA,NA,NA
"QUINTA NORMAL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",211
"QUINTA NORMAL","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",211
"QUINTA NORMAL","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",401
"QUINTA NORMAL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",92
"QUINTA NORMAL","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",127
"QUINTA NORMAL","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",169
"QUINTA NORMAL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1997
"QUINTA NORMAL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",3686
"QUINTA NORMAL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2994
"QUINTA NORMAL","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",757
"QUINTA NORMAL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",618
"QUINTA NORMAL","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",892
"QUINTA NORMAL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1058
"QUINTA NORMAL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1035
"QUINTA NORMAL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1422
"QUINTA NORMAL",NA,"INDEPENDIENTE",1086
"QUINTA NORMAL",NA,"RENOVACION NACIONAL ",3560
"QUINTA NORMAL",NA,"UNION DEMOCRATA INDEPENDIENTE",2141
"QUINTA NORMAL",NA,"UNION PATRIOTICA",216
NA,NA,NA,NA
"RECOLETA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",556
"RECOLETA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",194
"RECOLETA","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",128
"RECOLETA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",455
"RECOLETA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",263
"RECOLETA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",466
"RECOLETA","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",247
"RECOLETA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",367
"RECOLETA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",742
"RECOLETA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",10952
"RECOLETA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",1016
"RECOLETA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2724
"RECOLETA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1408
"RECOLETA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",446
"RECOLETA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",409
"RECOLETA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",374
"RECOLETA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",335
"RECOLETA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",212
"RECOLETA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",801
"RECOLETA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2920
"RECOLETA",NA,"INDEPENDIENTE",1841
"RECOLETA",NA,"RENOVACION NACIONAL ",1937
"RECOLETA",NA,"UNION DEMOCRATA INDEPENDIENTE",8569
NA,NA,NA,NA
"RENCA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",109
"RENCA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",346
"RENCA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",548
"RENCA","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",128
"RENCA","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",359
"RENCA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",209
"RENCA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1784
"RENCA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4626
"RENCA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",254
"RENCA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",3567
"RENCA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",383
"RENCA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",1399
"RENCA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",131
"RENCA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",782
"RENCA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",647
"RENCA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",316
"RENCA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",1438
"RENCA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1717
"RENCA",NA,"INDEPENDIENTE",2345
"RENCA",NA,"PARTIDO ECOLOGISTA VERDE ",907
"RENCA",NA,"RENOVACION NACIONAL ",398
"RENCA",NA,"UNION DEMOCRATA INDEPENDIENTE",6419
NA,NA,NA,NA
"SAN BERNARDO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",233
"SAN BERNARDO","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",387
"SAN BERNARDO","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1442
"SAN BERNARDO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",387
"SAN BERNARDO","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",476
"SAN BERNARDO","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",784
"SAN BERNARDO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",792
"SAN BERNARDO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1346
"SAN BERNARDO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4702
"SAN BERNARDO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2753
"SAN BERNARDO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",483
"SAN BERNARDO","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",689
"SAN BERNARDO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",2395
"SAN BERNARDO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",2975
"SAN BERNARDO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",702
"SAN BERNARDO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",2981
"SAN BERNARDO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",5625
"SAN BERNARDO",NA,"INDEPENDIENTE",2398
"SAN BERNARDO",NA,"RENOVACION NACIONAL ",5344
"SAN BERNARDO",NA,"UNION DEMOCRATA INDEPENDIENTE",9954
"SAN BERNARDO",NA,"UNION PATRIOTICA",303
NA,NA,NA,NA
"SAN PEDRO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",31
"SAN PEDRO","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",123
"SAN PEDRO","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",422
"SAN PEDRO","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",145
"SAN PEDRO","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",146
"SAN PEDRO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",81
"SAN PEDRO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",32
"SAN PEDRO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",124
"SAN PEDRO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",151
"SAN PEDRO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",384
"SAN PEDRO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",74
"SAN PEDRO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",10
"SAN PEDRO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",128
"SAN PEDRO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",440
"SAN PEDRO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",422
"SAN PEDRO",NA,"INDEPENDIENTE",928
"SAN PEDRO",NA,"RENOVACION NACIONAL ",274
"SAN PEDRO",NA,"UNION DEMOCRATA INDEPENDIENTE",479
NA,NA,NA,NA
"SANTIAGO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",815
"SANTIAGO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",2224
"SANTIAGO","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",269
"SANTIAGO","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1118
"SANTIAGO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",500
"SANTIAGO","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",314
"SANTIAGO","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",511
"SANTIAGO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",1027
"SANTIAGO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",3531
"SANTIAGO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4587
"SANTIAGO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",194
"SANTIAGO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",6226
"SANTIAGO","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",124
"SANTIAGO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",275
"SANTIAGO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",938
"SANTIAGO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",156
"SANTIAGO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",982
"SANTIAGO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3388
"SANTIAGO",NA,"INDEPENDIENTE",8539
"SANTIAGO",NA,"PARTIDO ECOLOGISTA VERDE ",1624
"SANTIAGO",NA,"RENOVACION NACIONAL ",8815
"SANTIAGO",NA,"REVOLUCION DEMOCRATICA",5889
"SANTIAGO",NA,"UNION DEMOCRATA INDEPENDIENTE",8085
"SANTIAGO",NA,"UNION PATRIOTICA",528
NA,NA,NA,NA
"TALAGANTE","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",220
"TALAGANTE","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",739
"TALAGANTE","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",145
"TALAGANTE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",849
"TALAGANTE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1927
"TALAGANTE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1487
"TALAGANTE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",319
"TALAGANTE","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",589
"TALAGANTE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",444
"TALAGANTE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",577
"TALAGANTE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1517
"TALAGANTE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",874
"TALAGANTE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",3658
"TALAGANTE",NA,"INDEPENDIENTE",1199
"TALAGANTE",NA,"RENOVACION NACIONAL ",2017
"TALAGANTE",NA,"UNION DEMOCRATA INDEPENDIENTE",2723
NA,NA,NA,NA
"TILTIL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",199
"TILTIL","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",154
"TILTIL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",503
"TILTIL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",153
"TILTIL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",643
"TILTIL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",475
"TILTIL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",137
"TILTIL","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",325
"TILTIL","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",522
"TILTIL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",132
"TILTIL","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",303
"TILTIL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",48
"TILTIL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",147
"TILTIL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",474
"TILTIL",NA,"INDEPENDIENTE",432
"TILTIL",NA,"RENOVACION NACIONAL ",414
"TILTIL",NA,"UNION DEMOCRATA INDEPENDIENTE",756
"TILTIL",NA,"UNION PATRIOTICA",96
NA,NA,NA,NA
NA,NA,NA,NA
"EL BOSQUE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",216
"EL BOSQUE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",235
"EL BOSQUE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",3154
"EL BOSQUE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2602
"EL BOSQUE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",341
"EL BOSQUE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2137
"EL BOSQUE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",474
"EL BOSQUE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1182
"EL BOSQUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1021
"EL BOSQUE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",658
"EL BOSQUE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",7323
"EL BOSQUE",NA,"INDEPENDIENTE",2191
"EL BOSQUE",NA,"RENOVACION NACIONAL ",3588
"EL BOSQUE",NA,"UNION DEMOCRATA INDEPENDIENTE",4223
NA,NA,NA,NA
"LA CISTERNA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",114
"LA CISTERNA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",174
"LA CISTERNA","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",635
"LA CISTERNA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",430
"LA CISTERNA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",975
"LA CISTERNA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2581
"LA CISTERNA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",3841
"LA CISTERNA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",398
"LA CISTERNA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",253
"LA CISTERNA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",83
"LA CISTERNA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1092
"LA CISTERNA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",137
"LA CISTERNA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2902
"LA CISTERNA",NA,"INDEPENDIENTE",1783
"LA CISTERNA",NA,"RENOVACION NACIONAL ",2229
"LA CISTERNA",NA,"UNION DEMOCRATA INDEPENDIENTE",2277
NA,NA,NA,NA
"LA FLORIDA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",2866
"LA FLORIDA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",1699
"LA FLORIDA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",1694
"LA FLORIDA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",593
